ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-07-31 20:00:00+00:00,32,2,853,234.1,234.25,234.0,234.25,7622859,AMZN
2025-07-31 20:00:01+00:00,32,2,853,234.23,234.33,234.23,234.33,879,AMZN
2025-07-31 20:00:02+00:00,32,2,853,234.21,234.21,234.21,234.21,30,AMZN
2025-07-31 20:00:03+00:00,32,2,853,234.28,234.28,234.28,234.28,5,AMZN
2025-07-31 20:00:05+00:00,32,2,853,234.27,234.27,234.27,234.27,3,AMZN
2025-07-31 20:00:06+00:00,32,2,853,234.21,234.28,234.21,234.28,203,AMZN
2025-07-31 20:00:08+00:00,32,2,853,234.27,234.36,234.27,234.36,173,AMZN
2025-07-31 20:00:09+00:00,32,2,853,234.36,234.42,234.36,234.42,36,AMZN
2025-07-31 20:00:10+00:00,32,2,853,234.44,234.44,234.44,234.44,15,AMZN
2025-07-31 20:00:11+00:00,32,2,853,234.44,234.5,234.4,234.5,255,AMZN
2025-07-31 20:00:12+00:00,32,2,853,234.5,234.55,234.5,234.55,177,AMZN
2025-07-31 20:00:13+00:00,32,2,853,234.55,234.55,234.55,234.55,1703,AMZN
2025-07-31 20:00:14+00:00,32,2,853,234.56,234.56,234.56,234.56,1,AMZN
2025-07-31 20:00:18+00:00,32,2,853,234.54,234.54,234.54,234.54,165,AMZN
2025-07-31 20:00:19+00:00,32,2,853,234.54,234.54,234.54,234.54,835,AMZN
2025-07-31 20:00:20+00:00,32,2,853,234.57,235.1,234.57,235.1,739,AMZN
2025-07-31 20:00:21+00:00,32,2,853,235.1,235.1,235.1,235.1,9,AMZN
2025-07-31 20:00:22+00:00,32,2,853,235.03,235.1,235.03,235.04,354,AMZN
2025-07-31 20:00:23+00:00,32,2,853,235.04,235.48,235.04,235.48,1363,AMZN
2025-07-31 20:00:24+00:00,32,2,853,235.0,235.0,235.0,235.0,50,AMZN
2025-07-31 20:00:27+00:00,32,2,853,235.25,235.25,235.25,235.25,24,AMZN
2025-07-31 20:00:28+00:00,32,2,853,235.27,235.27,235.27,235.27,1,AMZN
2025-07-31 20:00:30+00:00,32,2,853,235.02,235.02,235.02,235.02,20,AMZN
2025-07-31 20:00:31+00:00,32,2,853,235.24,235.31,235.24,235.31,50,AMZN
