ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2024-12-18 20:30:00+00:00,32,2,10996,105.62,105.65,105.61,105.63,2373,MU
2024-12-18 20:30:01+00:00,32,2,10996,105.64,105.65,105.64,105.65,12,MU
2024-12-18 20:30:02+00:00,32,2,10996,105.645,105.645,105.64,105.645,343,MU
2024-12-18 20:30:03+00:00,32,2,10996,105.645,105.67,105.62,105.62,2125,MU
2024-12-18 20:30:04+00:00,32,2,10996,105.62,105.63,105.6,105.63,279,MU
2024-12-18 20:30:05+00:00,32,2,10996,105.59,105.59,105.58,105.58,261,MU
2024-12-18 20:30:07+00:00,32,2,10996,105.6,105.69,105.6,105.69,1470,MU
2024-12-18 20:30:08+00:00,32,2,10996,105.69,105.7,105.68,105.68,272,MU
2024-12-18 20:30:09+00:00,32,2,10996,105.68,105.72,105.66,105.68,1153,MU
2024-12-18 20:30:10+00:00,32,2,10996,105.73,105.73,105.73,105.73,180,MU
2024-12-18 20:30:11+00:00,32,2,10996,105.68,105.68,105.66,105.66,164,MU
2024-12-18 20:30:12+00:00,32,2,10996,105.66,105.68,105.65,105.68,743,MU
2024-12-18 20:30:13+00:00,32,2,10996,105.69,105.73,105.69,105.7,988,MU
2024-12-18 20:30:14+00:00,32,2,10996,105.72,105.72,105.64,105.64,1006,MU
2024-12-18 20:30:16+00:00,32,2,10996,105.61,105.65,105.6,105.65,717,MU
2024-12-18 20:30:17+00:00,32,2,10996,105.62,105.65,105.62,105.65,3,MU
2024-12-18 20:30:18+00:00,32,2,10996,105.66,105.69,105.62,105.67,377,MU
2024-12-18 20:30:20+00:00,32,2,10996,105.67,105.71,105.63,105.63,1391,MU
2024-12-18 20:30:21+00:00,32,2,10996,105.64,105.64,105.62,105.64,197,MU
2024-12-18 20:30:22+00:00,32,2,10996,105.64,105.64,105.63,105.63,311,MU
2024-12-18 20:30:23+00:00,32,2,10996,105.63,105.66,105.6,105.645,4776,MU
2024-12-18 20:30:24+00:00,32,2,10996,105.62,105.65,105.62,105.64,143,MU
2024-12-18 20:30:25+00:00,32,2,10996,105.64,105.65,105.595,105.6,2582,MU
2024-12-18 20:30:26+00:00,32,2,10996,105.62,105.65,105.6,105.6,1663,MU
2024-12-18 20:30:27+00:00,32,2,10996,105.62,105.62,105.61,105.61,326,MU
2024-12-18 20:30:28+00:00,32,2,10996,105.615,105.615,105.6,105.61,129,MU
